sid,cid,sidsrcname,sidextid,subssynonym,sidmdate,depdate,depcatg,annotation
99444830,735838,DrugBank,DB08359,2-Phenylamino-4-Methyl-5-Acetyl Thiazole|DB08359,20210728,20101109,Curation Efforts|Research and Development,NULL
99444831,24779677,DrugBank,DB08360,"DB08360|2-(4-ethylpiperazin-1-yl)-4-(phenylamino)pyrazolo[1,5-a][1,3,5]triazine-8-carbonitrile",20200307,20101109,Curation Efforts|Research and Development,NULL
99444832,11493841,DrugBank,DB08361,"DB08361|2-{[(1r,2s)-2-Aminocyclohexyl]amino}-4-[(3-Methylphenyl)amino]pyrimidine-5-Carboxamide",20200307,20101109,Curation Efforts|Research and Development,NULL
99444833,23656870,DrugBank,DB08362,"DB08362|N-(3-(8-cyano-4-(phenylamino)pyrazolo[1,5-a][1,3,5]triazin-2-ylamino)phenyl)acetamide",20210728,20101109,Curation Efforts|Research and Development,NULL
99444834,4722579,DrugBank,DB08363,1-(9-ethyl-9H-carbazol-3-yl)-N-methylmethanamine|DB08363,20200307,20101109,Curation Efforts|Research and Development,NULL
99444835,135908261,DrugBank,DB08364,DB08364|1-{[(1E)-(3-HYDROXY-2-METHYL-5-{[(TRIHYDROXY-LAMBDA^5^-PHOSPHANYL)OXY]METHYL}PYRIDIN-4-YL)METHYLIDENE]AMINO}UNDECAN-2-ONE,20200307,20101109,Curation Efforts|Research and Development,NULL
99444836,11691442,DrugBank,DB08365,"DB08365|8-Bromo-4-(2-Chlorophenyl)-N-(2-Hydroxyethyl)-6-Methyl-1,3-Dioxo-1,2,3,6-Tetrahydropyrrolo[3,4-E]indole-7-Carboxamide",20200307,20101109,Curation Efforts|Research and Development,NULL
99444837,16086836,DrugBank,DB08366,"DB08366|3-({3-[(1S,4aS,6S,7S,9S,9aR)-1,6-dimethyl-2-oxodecahydro-6,9-epoxy-4a,7-methanobenzo[7]annulen-1-yl]propanoyl}amino)-2,4-dihydroxybenzoic acid",20200307,20101109,Curation Efforts|Research and Development,NULL
99444838,11963565,DrugBank,DB08367,(R)-2-(Formyloxy)-3-(Phosphonooxy)propyl Pentanoate|DB08367,20200307,20101109,Curation Efforts|Research and Development,NULL
99444839,24832027,DrugBank,DB08368,"Octane-1,3,5,7-Tetracarboxylic Acid|DB08368",20200307,20101109,Curation Efforts|Research and Development,NULL
99444840,12229396,DrugBank,DB08369,1-(biphenyl-4-ylmethyl)-1H-imidazole|DB08369,20210728,20101109,Curation Efforts|Research and Development,NULL
99444841,5289112,DrugBank,DB08370,S-(4-BROMOBENZYL)CYSTEINE|DB08370,20210728,20101109,Curation Efforts|Research and Development,NULL
99444842,7020128,DrugBank,DB08371,4-benzoyl-l-phenylalanine|Para-(Benzoyl)-Phenylalanine|p-benzoyl-l-phenylalanine|DB08371,20210728,20101109,Curation Efforts|Research and Development,NULL
99444843,9547984,DrugBank,DB08372,DB08372|1-[2-(4-ETHOXY-3-FLUOROPYRIDIN-2-YL)ETHYL]-3-(5-METHYLPYRIDIN-2-YL)THIOUREA,20200307,20101109,Curation Efforts|Research and Development,NULL
99444844,115069,DrugBank,DB08373,"DB08373|4,4'-BIS([H]METHYLSULFONYL)-2,2',5,5'-TETRACHLOROBIPHENYL",20200307,20101109,Curation Efforts|Research and Development,NULL
99444845,4369560,DrugBank,DB08374,PHENYLALANYLMETHYLCHLORIDE|L-Phenylalanine chloromethyl ketone|DB08374|(3s)-3-amino-1-chloro-4-phenyl-2-butanone,20200307,20101109,Curation Efforts|Research and Development,NULL
99444846,131704308,DrugBank,DB08375,"PCNOTAXIME GROUP|DB08375|(2R)-2-[(1R)-1-[[(2Z)-2-(2-Amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-2-oxoethyl]-5-methylidene-2H-1,3-thiazine-4-carboxylic acid",20210728,20101109,Curation Efforts|Research and Development,NULL
99444847,23629653,DrugBank,DB08376,"(2r)-3-(Phosphonooxy)propane-1,2-Diyl Diheptanoate|DB08376",20200307,20101109,Curation Efforts|Research and Development,NULL
99444848,446756,DrugBank,DB08377,p-nitrophenyl phosphonobutanoyl D-alanine|DB08377|N-[4-(4-nitrophenylphospho)butyryl]-D-alanine|N-[4-(4-nitrophenylphospho)butanoyl]-D-alanine,20200307,20101109,Curation Efforts|Research and Development,NULL
99444849,46937145,DrugBank,DB08378,"DB08378|4-[4-(2,5-DIOXO-PYRROLIDIN-1-YL)-PHENYLAMINO]-4-HYDROXY-BUTYRIC ACID",20210728,20101109,Curation Efforts|Research and Development,NULL
99444850,24875319,DrugBank,DB08379,DB08379|6-(4-chloro-2-fluoro-3-phenoxybenzyl)pyridazin-3(2H)-one,20200307,20101109,Curation Efforts|Research and Development,NULL
99444853,11516136,DrugBank,DB08382,"GOSOGLIPTIN|DB08382|2-(4-{(3s,5s)-5-[(3,3-Difluoropyrrolidin-1-Yl)carbonyl]pyrrolidin-3-Yl}piperazin-1-Yl)pyrimidine",20200307,20101109,Curation Efforts|Research and Development,NULL
99444854,1122713,DrugBank,DB08383,"4,5-bis(4-methoxyphenyl)-2-thiophen-2-yl-1H-imidazole|DB08383",20210728,20101109,Curation Efforts|Research and Development,NULL
99444855,44141871,DrugBank,DB08384,DB08384|2-({4-[4-(pyridin-4-ylmethyl)-1H-pyrazol-3-yl]phenoxy}methyl)quinoline,20210728,20101109,Curation Efforts|Research and Development,NULL
99444856,24892821,DrugBank,DB08385,4-(Quinolin-3-Ylmethyl)piperidine-1-Carboxylic Acid|DB08385,20200307,20101109,Curation Efforts|Research and Development,NULL
99444857,11610553,DrugBank,DB08386,DB08386|2-{[4-(4-pyridin-4-yl-1H-pyrazol-3-yl)phenoxy]methyl}quinoline,20210728,20101109,Curation Efforts|Research and Development,NULL
99444858,11581936,DrugBank,DB08387,Mardepodect|DB08387,20210728,20101109,Curation Efforts|Research and Development,NULL
99444859,657061,DrugBank,DB08388,"DB08388|5-(2-ETHOXYETHYL)-5-[4-(4-FLUOROPHENOXY)PHENOXY]PYRIMIDINE-2,4,6(1H,3H,5H)-TRIONE",20210728,20101109,Curation Efforts|Research and Development,NULL
99444860,15991588,DrugBank,DB08389,"DB08389|6,7-Dimethoxy-4-[(3r)-3-(2-Naphthyloxy)pyrrolidin-1-Yl]quinazoline",20200307,20101109,Curation Efforts|Research and Development,NULL
99444861,54688400,DrugBank,DB08390,"DB08390|(6S)-6-CYCLOPENTYL-6-[2-(3-FLUORO-4-ISOPROPOXYPHENYL)ETHYL]-4-HYDROXY-5,6-DIHYDRO-2H-PYRAN-2-ONE",20210728,20101109,Curation Efforts|Research and Development,NULL
99444862,11955614,DrugBank,DB08391,PQ-10|DB08391,20200307,20101109,Curation Efforts|Research and Development,NULL
99444863,2059510,DrugBank,DB08392,"DB08392|2-[5,6-Bis-(4-methoxy-phenyl)-furo[2,3-d]pyrimidin-4-ylamino]-ethanol",20210728,20101109,Curation Efforts|Research and Development,NULL
99444864,1587957,DrugBank,DB08393,"2-[(5,6-DIPHENYLFURO[2,3-D]PYRIMIDIN-4-YL)AMINO]ETHANOL|DB08393",20210728,20101109,Curation Efforts|Research and Development,NULL
99444865,449244,DrugBank,DB08394,PARA-NITROPHENYLPHOSPHONOBUTANOYL-GLYCINE|DB08394,20210728,20101109,Curation Efforts|Research and Development,NULL
99444866,4369443,DrugBank,DB08395,DB08395|2-(ETHOXYMETHYL)-4-(4-FLUOROPHENYL)-3-[2-(2-HYDROXYPHENOXY)PYRIMIDIN-4-YL]ISOXAZOL-5(2H)-ONE,20210728,20101109,Curation Efforts|Research and Development,NULL
99444867,135431471,DrugBank,DB08396,"DB08396|4-{[(Z)-(5-OXO-2-PHENYL-1,3-OXAZOL-4(5H)-YLIDENE)METHYL]AMINO}BUTANOIC ACID",20200307,20101109,Curation Efforts|Research and Development,NULL
99444868,1854,DrugBank,DB08397,6-(difluoro-phosphono-methyl)-naphthalene-2-carboxylic acid|DB08397,20200307,20101109,Curation Efforts|Research and Development,NULL
99444869,1530,DrugBank,DB08398,"PhIP|2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine|2-Amino-1-methyl-6-phenylimidazo(4,5-b)pyridine|DB08398",20210728,20101109,Curation Efforts|Research and Development,NULL
99444870,667639,DrugBank,DB08399,"piceatannol|3-Hydroxyresveratol|3,5,3',4'-Tetrahydroxystilbene|3,3',4'5-Tetrahydroxystilbene|3,3',4,5'-Tetrahydroxystilbene|4-[(E)-2-(3,5-dihydroxyphenyl)vinyl]benzene-1,2-diol|DB08399",20200307,20101109,Curation Efforts|Research and Development,NULL
99444871,25243828,DrugBank,DB08400,DB08400|4-(3-{[5-(Trifluoromethyl)pyridin-2-Yl]oxy}benzyl)piperidine-1-Carboxylic Acid,20200307,20101109,Curation Efforts|Research and Development,NULL
99444872,16741209,DrugBank,DB08401,DB08401|(2e)-2-({(2s)-2-Carboxy-2-[(Phenoxyacetyl)amino]ethoxy}imino)pentanedioic Acid,20210728,20101109,Curation Efforts|Research and Development,NULL
99444873,5289162,DrugBank,DB08402,"DB08402|2-[(2,4-DICHLOROBENZOYL)AMINO]-5-(PYRIMIDIN-2-YLOXY)BENZOIC ACID",20200307,20101109,Curation Efforts|Research and Development,NULL
99444874,194777,DrugBank,DB08403,METHYLAMINO-PHENYLALANYL-LEUCYL-HYDROXAMIC ACID|DB08403,20210728,20101109,Curation Efforts|Research and Development,NULL
99444875,46937147,DrugBank,DB08404,"DB08404|S-(2-{[N-(2-HYDROXY-4-{[HYDROXY(OXIDO)PHOSPHINO]OXY}-3,3-DIMETHYLBUTANOYL)-BETA-ALANYL]AMINO}ETHYL) HEXANETHIOATE",20210728,20101109,Curation Efforts|Research and Development,NULL
99444876,46937148,DrugBank,DB08405,"DB08405|S-(2-{[N-(2-HYDROXY-4-{[HYDROXY(OXIDO)PHOSPHINO]OXY}-3,3-DIMETHYLBUTANOYL)-BETA-ALANYL]AMINO}ETHYL) HEPTANETHIOATE",20210728,20101109,Curation Efforts|Research and Development,NULL
99444877,446744,DrugBank,DB08406,"DB08406|[N-(2,4-DIAMINOPTERIDIN-6-YL)-METHYL]-DIBENZ[B,F]AZEPINE",20200307,20101109,Curation Efforts|Research and Development,NULL
99444878,6857724,DrugBank,DB08407,PLATENSIMYCIN|(-)-Platensimycin|DB08407,20200307,20101109,Curation Efforts|Research and Development,NULL
99444879,25011727,DrugBank,DB08408,"DB08408|(3r)-3-Hydroxy-2,2-Dimethyl-4-Oxo-4-({3-Oxo-3-[(2-Sulfanylethyl)amino]propyl}amino)butyl 2,2-Dimethylpropanoate",20200307,20101109,Curation Efforts|Research and Development,NULL
99444880,449242,DrugBank,DB08409,4-NITRO-BENZYLPHOSPHONOBUTANOYL-GLYCINE|DB08409,20200307,20101109,Curation Efforts|Research and Development,NULL
99444881,449243,DrugBank,DB08410,PARA-NITROBENZYL GLUTARYL GLYCINIC ACID|DB08410,20200307,20101109,Curation Efforts|Research and Development,NULL
99444882,5496653,DrugBank,DB08411,p-nitrophenyl phosphonobutanoyl L-alanine|DB08411|N-[4-(4-nitrophenylphospho)butyryl]-L-alanine|N-[4-(4-nitrophenylphospho)butanoyl]-L-alanine,20200307,20101109,Curation Efforts|Research and Development,NULL
99444883,449245,DrugBank,DB08412,DB08412|6-{4-[HYDROXY-(4-NITRO-PHENOXY)-PHOSPHORYL]-BUTYRYLAMINO}-HEXANOIC ACID,20210728,20101109,Curation Efforts|Research and Development,NULL
99444884,446757,DrugBank,DB08413,METHYL-PHOSPHONIC ACID MONO-(4-NITRO-PHENYL) ESTER|DB08413,20210728,20101109,Curation Efforts|Research and Development,NULL
99444885,446309,DrugBank,DB08414,PNU-142721|DB08414,20200307,20101109,Curation Efforts|Research and Development,NULL
99444887,9804302,DrugBank,DB08416,"DB08416|(9beta,13alpha,14beta,17alpha)-2-Methoxyestra-1,3,5(10)-Triene-3,17-Diyl Disulfamate",20200307,20101109,Curation Efforts|Research and Development,NULL
99444889,9912519,DrugBank,DB08418,"DB08418|(4as,4br,10bs,12as)-12a-Methyl-1,3-Dioxo-2-(Pyridin-3-Ylmethyl)-1,2,3,4,4a,4b,5,6,10b,11,12,12a-Dodecahydronaphtho[2,1-F]isoquinolin-8-Yl Sulfamate",20200307,20101109,Curation Efforts|Research and Development,NULL
99444890,46937149,DrugBank,DB08419,DB08419|(1s)-1-(Phenoxymethyl)propyl Methylphosphonochloridoate,20210728,20101109,Curation Efforts|Research and Development,NULL
99444891,5289192,DrugBank,DB08420,DB08420|1-{[1-(2-amino-3-phenyl-propionyl)-pyrrolidine-2-carbonyl]-amino}-2-(3-cyano-phenyl)-ethaneboronic acid,20210728,20101109,Curation Efforts|Research and Development,NULL
99444892,5289197,DrugBank,DB08421,DB08421|PIPERIDINE-2-CARBOXYLIC ACID TERT-BUTYLAMIDE,20200307,20101109,Curation Efforts|Research and Development,NULL
99444893,23586040,DrugBank,DB08422,DB08422|[phenylalaninyl-prolinyl]-[2-(pyridin-4-ylamino)-ethyl]-amine,20210728,20101109,Curation Efforts|Research and Development,NULL
99444894,5327066,DrugBank,DB08423,DB08423|[5-AMINO-1-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL][3-(PIPERIDIN-4-YLOXY)PHENYL]METHANONE,20200307,20101109,Curation Efforts|Research and Development,NULL
99444895,5327067,DrugBank,DB08424,"DB08424|[5-AMINO-1-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL](3-{[(2R)-2,3-DIHYDROXYPROPYL]OXY}PHENYL)METHANONE",20200307,20101109,Curation Efforts|Research and Development,NULL
99444897,445481,DrugBank,DB08426,"DB08426|THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [2-OXO-1-(1H-PYRROLO[2,3-C]PYRIDIN-2-YLMETHYL)-PYRROLIDIN-3-YL]-AMIDE",20200307,20101109,Curation Efforts|Research and Development,NULL
99444898,1028,DrugBank,DB08427,"Prephenic acid|cis-prephenic acid|(1s,4s)-prephenic acid|DB08427|cis-1-Carboxy-4-hydroxy-alpha-oxo-2,5-cyclohexadiene-1-propanoic acid",20210728,20101109,Curation Efforts|Research and Development,NULL
99444899,13949633,DrugBank,DB08428,3(S)-AMINO-4-PHENYL-BUTAN-2(S)-OL|DB08428,20200307,20101109,Curation Efforts|Research and Development,NULL
99444900,42608447,DrugBank,DB08429,DB08429|N-({(2s)-1-[(3r)-3-Amino-4-(3-Chlorophenyl)butanoyl]pyrrolidin-2-Yl}methyl)-3-(Methylsulfonyl)benzamide,20200307,20101109,Curation Efforts|Research and Development,NULL
99444901,656902,DrugBank,DB08430,para-nitrophenyl 1-thio-beta-d-glucopyranoside|DB08430,20200307,20101109,Curation Efforts|Research and Development,NULL
99444902,46937150,DrugBank,DB08431,"DB08431|[(3r,4s)-4-Hydroxy-3-Methyl-2-Oxohexyl]phosphonic Acid",20200307,20101109,Curation Efforts|Research and Development,NULL
99444903,10019998,DrugBank,DB08432,THYMIDINE-5'-THIOPHOSPHATE|DB08432,20200307,20101109,Curation Efforts|Research and Development,NULL
99444904,564920,DrugBank,DB08433,phenyl ethenesulfonate|DB08433,20200307,20101109,Curation Efforts|Research and Development,NULL
99444905,5289221,DrugBank,DB08434,DB08434|2-METHYLCARBAMOYL-3-(4-PHOSPHONOOXY-PHENYL)-CYCLOPROPANECARBOXYLIC ACID,20200307,20101109,Curation Efforts|Research and Development,NULL
99444906,23654841,DrugBank,DB08435,"DB08435|(5E,14E)-11-oxoprosta-5,9,12,14-tetraen-1-oic acid",20200307,20101109,Curation Efforts|Research and Development,NULL
99444907,448968,DrugBank,DB08436,"8-BENZO[1,3]DIOXOL-,5-YLMETHYL-9-BUTYL-9H-|DB08436",20200307,20101109,Curation Efforts|Research and Development,NULL
99444908,439530,DrugBank,DB08437,puromycin|DB08437,20200307,20101109,Curation Efforts|Research and Development,NULL
99444909,54736482,DrugBank,DB08438,"DB08438|(2e,4r,5s)-2,3,4,5-Tetrahydroxy-6-(Palmitoyloxy)hex-2-Enoic Acid",20200307,20101109,Curation Efforts|Research and Development,NULL
99444910,119828,DrugBank,DB08439,Parecoxib|DB08439|N-((p-(5-methyl-3-phenyl-4-isoxazolyl)phenyl)sulfonyl)propionamide,20200307,20101109,Curation Efforts|Research and Development,NULL
99444911,18719622,DrugBank,DB08440,"N-1,10-Phenanthrolin-5-Ylacetamide|DB08440",20200307,20101109,Curation Efforts|Research and Development,NULL
99444912,9952008,DrugBank,DB08441,"DB08441|6-Bromo-13-Thia-2,4,8,12,19-Pentaazatricyclo[12.3.1.1~3,7~]nonadeca-1(18),3(19),4,6,14,16-Hexaene 13,13-Dioxide",20200307,20101109,Curation Efforts|Research and Development,NULL
99444913,25058141,DrugBank,DB08442,"DB08442|4-{[(2R)-2-(2-methylphenyl)pyrrolidin-1-yl]carbonyl}benzene-1,3-diol",20200307,20101109,Curation Efforts|Research and Development,NULL
99444914,11160307,DrugBank,DB08443,"2-(1H-pyrrol-1-ylcarbonyl)benzene-1,3,5-triol|DB08443",20210728,20101109,Curation Efforts|Research and Development,NULL
99444915,25058138,DrugBank,DB08444,"DB08444|3-[2-Bromo-4-(1H-pyrazolo[3,4-c]pyridazin-3-ylmethyl)phenoxy]-5-methylbenzonitrile",20200307,20101109,Curation Efforts|Research and Development,NULL
99444916,24180585,DrugBank,DB08445,"DB08445|(3r,4s)-1-[6-(6-Methoxypyridin-3-Yl)pyrimidin-4-Yl]-4-(2,4,5-Trifluorophenyl)pyrrolidin-3-Amine",20200307,20101109,Curation Efforts|Research and Development,NULL
99444917,25058137,DrugBank,DB08446,"DB08446|3-[6-Bromo-2-fluoro-3-(1H-pyrazolo[3,4-c]pyridazin-3-ylmethyl)phenoxy]-5-chlorobenzonitrile",20200307,20101109,Curation Efforts|Research and Development,NULL
99444918,23640750,DrugBank,DB08447,3-{3-[(Dimethylamino)methyl]-1h-Indol-7-Yl}propan-1-Ol|DB08447,20200307,20101109,Curation Efforts|Research and Development,NULL
99444919,46937152,DrugBank,DB08448,"DB08448|(4as)-5-[(2,4-Diaminopteridin-6-Yl)methyl]-4a,5-Dihydro-2h-Dibenzo[b,F]azepin-8-Ol",20200307,20101109,Curation Efforts|Research and Development,NULL
99444920,10150441,DrugBank,DB08449,"DB08449|2-(3-((4,5,7-trifluorobenzo[d]thiazol-2-yl)methyl)-1H-pyrrolo[2,3-b]pyridin-1-yl)acetic acid",20200307,20101109,Curation Efforts|Research and Development,NULL
99444921,9998128,DrugBank,DB08450,N-1H-indazol-5-yl-2-(6-methylpyridin-2-yl)quinazolin-4-amine|DB08450,20210728,20101109,Curation Efforts|Research and Development,NULL
99444922,151506,DrugBank,DB08451,N-(quinolin-8-yl)methanesulfonamide|DB08451,20200307,20101109,Curation Efforts|Research and Development,NULL
99444924,130804,DrugBank,DB08453,2-Nonyl-4-quinolinol 1-oxide|DB08453,20200307,20101109,Curation Efforts|Research and Development,NULL
99444925,6419766,DrugBank,DB08454,N-(5-methyl-1H-pyrazol-3-yl)-2-phenylquinazolin-4-amine|DB08454,20210728,20101109,Curation Efforts|Research and Development,NULL
99444926,6438583,DrugBank,DB08455,"Ro 12-7310|DB08455|(2E,4E,6E,8E)-9-(4-Hydroxy-2,3,6-trimethylphenyl)-3,7-dimethyl-2,4,6,8-nonatetraenoic acid",20200307,20101109,Curation Efforts|Research and Development,NULL
99444927,131704309,DrugBank,DB08456,"DB08456|S-[(1-Hydroxy-2,2,5,5-tetramethyl-4-phenyl-2,5-dihydro-1H-pyrrol-3-yl)methyl] methanesulfonothioate",20210728,20101109,Curation Efforts|Research and Development,NULL
99444928,5327076,DrugBank,DB08457,"DB08457|4-(3,5-DIMETHYLPHENOXY)-5-(FURAN-2-YLMETHYLSULFANYLMETHYL)-3-IODO-6-METHYLPYRIDIN-2(1H)-ONE",20200307,20101109,Curation Efforts|Research and Development,NULL
99444929,445987,DrugBank,DB08458,DB08458|(4-BROMOPHENYL)[4-({(2E)-4-[CYCLOPROPYL(METHYL)AMINO]BUT-2-ENYL}OXY)PHENYL]METHANONE,20200307,20101109,Curation Efforts|Research and Development,NULL
99444930,16045340,DrugBank,DB08459,"DB08459|3-Chloro-5-[2-Chloro-5-(1h-Pyrazolo[3,4-B]pyridin-3-Ylmethoxy)phenoxy]benzonitrile",20200307,20101109,Curation Efforts|Research and Development,NULL
99444931,16045418,DrugBank,DB08460,MK-4965|DB08460,20200307,20101109,Curation Efforts|Research and Development,NULL
99444932,16750071,DrugBank,DB08461,"DB08461|3-[(4-AMINO-1-TERT-BUTYL-1H-PYRAZOLO[3,4-D]PYRIMIDIN-3-YL)METHYL]PHENOL",20200307,20101109,Curation Efforts|Research and Development,NULL
99444933,10401956,DrugBank,DB08462,N-(4-Phenylamino-Quinazolin-6-Yl)-Acrylamide|DB08462,20200307,20101109,Curation Efforts|Research and Development,NULL
99444934,10224714,DrugBank,DB08463,DB08463|(2R)-2-({9-(1-methylethyl)-6-[(4-pyridin-2-ylbenzyl)amino]-9H-purin-2-yl}amino)butan-1-ol,20200307,20101109,Curation Efforts|Research and Development,NULL
99444935,11373270,DrugBank,DB08464,"DB08464|Methyl 3-Chloro-2-{3-[(2,5-Dihydroxy-4-Methoxyphenyl)amino]-3-Oxopropyl}-4,6-Dihydroxybenzoate",20200307,20101109,Curation Efforts|Research and Development,NULL
99444936,11840979,DrugBank,DB08465,"DB08465|2-(3-AMINO-2,5,6-TRIMETHOXYPHENYL)ETHYL 5-CHLORO-2,4-DIHYDROXYBENZOATE",20200307,20101109,Curation Efforts|Research and Development,NULL
99444937,185914,DrugBank,DB08466,"5-[2-(4-hydroxyphenyl)ethyl]benzene-1,3-diol|DB08466",20210728,20101109,Curation Efforts|Research and Development,NULL
99444938,5289278,DrugBank,DB08467,"DB08467|6-(2,3,4,5,6,7-hexahydro-2,4,4-trimethyl-1-metyleneinden-2-yl)-3-methylhexa-2,4-dienoic acid",20200307,20101109,Curation Efforts|Research and Development,NULL
99444940,18690028,DrugBank,DB08469,"DB08469|Tert-Butyl 4-(3-Thiophen-2-Yl-1,2,4-Oxadiazol-5-Yl)piperidine-1-Carboxylate",20210728,20101109,Curation Efforts|Research and Development,NULL
99444941,12195517,DrugBank,DB08470,"3-(4-fluorophenyl)-5-phenyl-4H-1,2,4-triazole|DB08470",20210728,20101109,Curation Efforts|Research and Development,NULL
99444942,1453694,DrugBank,DB08471,"DB08471|1-(thiophen-2-ylacetyl)-4-(3-thiophen-2-yl-1,2,4-oxadiazol-5-yl)piperidine",20210728,20101109,Curation Efforts|Research and Development,NULL
99444943,1548970,DrugBank,DB08472,"(R)-Fluoxetine|(+)-fluoxetine|(R)-Prozac|(R)-(+)-fluoxetine|DB08472|(R)-N-methyl-3-(4-trifluoromethylphenoxy)-3-phenylpropylamine|(R)-N-methyl-3-phenyl-3-[(alpha,alpha,alpha-trifluoro-p-tolyl)oxy]propylamine|(R)-N-methyl-gamma-(4-trifluoromethylphenoxy)-3-phenylpropylamine|(R)-N-methyl-3-(4-trifluoromethylphenyloxy)-3-(phenyl)propylamine",20210728,20101109,Curation Efforts|Research and Development,NULL
99444944,5894,DrugBank,DB08473,"Dichlororibofuranosylbenzimidazole|DB08473|5,6-Dichloro-1-Beta-D-Ribofuranosyl-1h-Benzimidazole",20200307,20101109,Curation Efforts|Research and Development,NULL
99444945,5289290,DrugBank,DB08474,DB08474|3-(CARBOXYAMIDE(2-CARBOXYAMIDE-2-TERTBUTYLETHYL))PENTAN,20200307,20101109,Curation Efforts|Research and Development,NULL
99444946,5289293,DrugBank,DB08475,"DB08475|[(4R)-2,2-DIMETHYL-1,3-DIOXOLAN-4-YL]METHYL HYDROGEN HEX-5-ENYLPHOSPHONATE",20200307,20101109,Curation Efforts|Research and Development,NULL
99444947,446676,DrugBank,DB08476,3-AMINO-AZACYCLOTRIDECAN-2-ONE|DB08476,20200307,20101109,Curation Efforts|Research and Development,NULL
99444949,425841,DrugBank,DB08478,DB08478|N-[2-chloro-5-(trifluoromethyl)phenyl]imidodicarbonimidic diamide|2-[2-Chloro-5-(trifluoromethyl)phenyl]-1-(diaminomethylene)guanidine,20200307,20101109,Curation Efforts|Research and Development,NULL
99444950,2730282,DrugBank,DB08479,"N-(3,5-dimethoxyphenyl)imidodicarbonimidic diamide|DB08479",20210728,20101109,Curation Efforts|Research and Development,NULL
99444951,5494443,DrugBank,DB08480,4-HYDROXY-N-PROPARGYL-1(R)-AMINOINDAN|DB08480,20200307,20101109,Curation Efforts|Research and Development,NULL
99444952,135643208,DrugBank,DB08481,DB08481|4-Methyl-N-[5-(5-methyl-furan-2-ylmethylene)-4-oxo-thiazolidin-2-ylidene]-benzenesulfonamide,20200307,20101109,Curation Efforts|Research and Development,NULL
99444953,5487313,DrugBank,DB08482,DB08482|[[1-[N-HYDROXY-ACETAMIDYL]-3-METHYL-BUTYL]-CARBONYL-LEUCINYL]-ALANINE ETHYL ESTER,20200307,20101109,Curation Efforts|Research and Development,NULL
99444955,24856357,DrugBank,DB08484,4-Amino-N-[(2-Sulfanylethyl)carbamoyl]benzenesulfonamide|DB08484,20210728,20101109,Curation Efforts|Research and Development,NULL
99444956,16058682,DrugBank,DB08485,"DB08485|(1S,4S,5S)-1,4,5-TRIHYDROXY-3-[3-(PHENYLTHIO)PHENYL]CYCLOHEX-2-ENE-1-CARBOXYLIC ACID",20210728,20101109,Curation Efforts|Research and Development,NULL
